s_no,latitude,longitude,slide_name,state,state_normalized,district,subdivision_or_taluk,material_involved,movement_type,initiation_year_raw,history_date_raw,event_year,source_page
1,8.49,77.39,Balamore estate slide,Tamil Nadu,Tamil Nadu,Kanyakumari,Thiruvattar,Debris,Slide,0,,,1
2,8.507778,77.189722,Amboori,Kerala,Kerala,Thiruvananthapuram,Kattakkada,Debris,Slide,2001,,2001.0,1
3,8.507833,77.189,Amboori,Kerala,Kerala,Thiruvananthapuram,Kattakkada,Debris,Creep,2001,,2001.0,1
4,8.508861,77.1575,Perekonam,Kerala,Kerala,Thiruvananthapuram,Kattakkada,Debris,Flow,2000,,2000.0,1
5,8.509833,77.169139,Kandamthitta,Kerala,Kerala,Thiruvananthapuram,Kattakkada,Rock,Creep,2007,,2007.0,1
6,8.510528,77.157944,Paramukal,Kerala,Kerala,Thiruvananthapuram,Kattakkada,Debris,Creep,1996,,1996.0,1
7,8.519028,77.16775,Pottanthottam,Kerala,Kerala,Thiruvananthapuram,Kattakkada,Debris,Flow,1989,,1989.0,1
8,8.54,77.47,Sengaltheri slide -1,Tamil Nadu,Tamil Nadu,Tirunelveli,Nanguneri,Debris,Slide,0,,,1
9,8.54,77.47,Sengaltheri slide -2,Tamil Nadu,Tamil Nadu,Tirunelveli,Nanguneri,Debris,Slide,0,,,1
10,8.54,77.47,Muthaliruppan slide,Tamil Nadu,Tamil Nadu,Tirunelveli,Nanguneri,Debris,Slide,0,,,1
11,8.56,77.4,Nalumukku slide,Tamil Nadu,Tamil Nadu,Tirunelveli,Ambasamudram,Debris,Slide,0,,,1
12,8.58,77.43,Manjolai estate check post,Tamil Nadu,Tamil Nadu,Tirunelveli,Ambasamudram,Debris,Slide,0,,,1
13,8.588778,77.099083,,Kerala,Kerala,Kollam,Nedumangad,Debris,Flow,1992,,1992.0,1
14,8.59,77.35,Oothu slide-1,Tamil Nadu,Tamil Nadu,Tirunelveli,Ambasamudram,Debris,Flow,0,,,1
15,8.59,77.35,Oothu slide-2,Tamil Nadu,Tamil Nadu,Tirunelveli,Ambasamudram,Debris,Slide,0,,,1
16,8.64294,77.0712,Chettikunnu,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Rock,Slide,2016,,2016.0,1
17,8.703,77.114472,Vattakayam,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Creep,1993,,1993.0,1
18,8.711083,77.143339,Kallar,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1984,,1984.0,1
19,8.74275,77.13425,Merchestian Estate,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1992,,1992.0,1
20,8.742944,77.132194,Merchestian Estate,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1992,,1992.0,1
21,8.743139,77.161028,Merchestian Estate,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1992,,1992.0,1
22,8.747056,77.132944,Ponmudi,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Rock,Fall,1992,,1992.0,1
23,8.747056,77.132944,Ponmudi,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1992,,1992.0,1
24,8.74875,77.130722,Merchestian Estate,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1988,,1988.0,1
25,8.751889,77.071,Idinjar,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1992,,1992.0,1
26,8.75475,77.125389,Kambimoodu-Idivukovil (Between hairpin curve  21 &22),Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Slide,2011,,2011.0,1
27,8.758972,77.114917,Ponmudi near hair pin 22,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Creep,2002,,2002.0,1
28,8.763333,77.076861,Brimor-Kurisadi,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Slide,1992,,1992.0,1
29,8.763333,77.109556,Ponmudi Upper Sanatorium,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Slide,2010,,2010.0,1
30,8.764472,77.078611,Brimor-Kurisadi,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Slide,1992,,1992.0,1
31,8.766997,77.099767,Bremore rubber estate,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Slide,1991,,1991.0,1
32,8.768111,77.082278,Brimor-Kurisadi,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1992,,1992.0,1
33,8.807056,77.106833,Shaghili Erattumukku,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1992,,1992.0,1
34,8.807833,77.121694,Shaghili Erattumukku,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1992,,1992.0,1
35,8.809139,77.12625,Shaghili Erattumukku,Kerala,Kerala,Thiruvananthapuram,Nedumangad,Debris,Flow,1992,,1992.0,1
36,8.832028,77.190336,Near Umi Ar,Kerala,Kerala,Kollam,Punalur,Debris,Slide,1992,,1992.0,1
37,8.842944,77.155417,Near Ambakallu Mottai,Kerala,Kerala,Kollam,Punalur,Debris,Flow,2014,,2014.0,1
38,8.846797,77.176111,Near Umi Ar,Kerala,Kerala,Kollam,Punalur,Rock,Slide,1992,,1992.0,1
39,8.871111,76.978056,Anakulam,Kerala,Kerala,Kollam,Punalur,Debris,Slide,1984,,1984.0,1
40,8.88925,77.016916,Chinikal,Kerala,Kerala,Thiruvananthapuram,Punalur,Debris,Slide,1992,,1992.0,1
41,8.9,77.3,Cortallam road Rock fall,Tamil Nadu,Tamil Nadu,Tirunelveli,Tenkasi,Rock,Fall,0,,,1
42,8.913889,76.988889,"Uchikunnu,Kittamkonam chatuppu",Kerala,Kerala,Kollam,Punalur,Debris,Slide,2006,,2006.0,1
43,8.944806,77.147503,Tirthakara malai,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,1
44,8.951111,77.049444,Tekumala,Kerala,Kerala,Kollam,Punalur,Debris,Slide,2012,,2012.0,1
45,8.96125,77.135342,Chenkottai Kollam metergauge,Kerala,Kerala,Kollam,Punalur,Debris,Slide,1992,,1992.0,1
46,8.964111,77.139056,Chenkottai Kollam metergauge and Suvaranagiri Ar.,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1984,,1984.0,1
47,8.965528,77.090472,Thenmala near 13 Tonnes Bridge,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,1
48,8.968028,77.13825,Chenkottai Kollam metergauge,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1984,,1984.0,1
49,8.971278,77.155222,Ariyankavu,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,1
50,8.984111,77.131806,Suvarnagiri,Kerala,Kerala,Kollam,Punalur,Debris,Slide,2014,,2014.0,1
51,8.984972,77.160667,"St .George Malakkara Catholic Church ,",Kerala,Kerala,Kollam,Punalur,Debris,Flow,1986,,1986.0,1
52,8.999222,77.13325,Kadamanpara,Kerala,Kerala,Kollam,Punalur,Debris,Slide,1992,,1992.0,1
53,8.999972,77.10525,near  Anachadi,Kerala,Kerala,Kollam,Punalur,Debris,Slide,1992,,1992.0,1
54,9.0,77.092389,Harison Malayalam,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,1
55,9.0,77.17,,Tamil Nadu,Tamil Nadu,Tirunelveli,Shenkottai,Debris,Slide,0,,,1
56,9.000914,77.046006,Korvantalam Debris Flow -4,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,1
57,9.002625,77.042514,Korvantalam RDebris Flow-3,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,1
58,9.003225,77.041883,KorvantalamDebris Flow -2,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,2
59,9.011014,77.037508,Korvantalam Debris Flow -1,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,2
60,9.019408,77.049903,Chemmannutti Debris Flow -2,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,2
61,9.022806,77.054992,Chemmannutti Debris Flow -1,Kerala,Kerala,Kollam,Punalur,Debris,Flow,1992,,1992.0,2
62,9.031964,77.102208,Ambanad  Debris Slide,Kerala,Kerala,Kollam,Punalur,Debris,Slide,0,,,2
63,9.041661,77.078336,Taletotam Debris Slide,Kerala,Kerala,Kollam,Punalur,Debris,Slide,0,,,2
64,9.044042,77.070014,Taletotam Debris Slide,Kerala,Kerala,Kollam,Punalur,Debris,Slide,0,,,2
65,9.07,77.22,Mekkarai slide,Tamil Nadu,Tamil Nadu,Virudhunagar,Shenkottai,Debris,Flow,1992,,1992.0,2
66,9.071744,76.997411,Kottakayam multiple Rock wedge failure,Kerala,Kerala,Kollam,Punalur,Rock,Fall,0,,,2
67,9.074494,77.133522,Mutala todu Debris Slide,Kerala,Kerala,Kollam,Punalur,Debris,Slide,0,,,2
68,9.077017,77.170594,Kumbhavurutty Debris Flow,Kerala,Kerala,Kollam,Punalur,Debris,Flow,0,,,2
69,9.079019,77.123406,Achankovil Debris Slide,Kerala,Kerala,Kollam,Punalur,Debris,Slide,0,,,2
70,9.080303,77.165261,Vala Lakshmi Debris Flow,Kerala,Kerala,Kollam,Konni,Debris,Flow,0,,,2
71,9.082639,77.160867,Vala Lakshmi Debris Slide,Kerala,Kerala,Kollam,Konni,Debris,Slide,0,,,2
72,9.099117,77.100708,Achankovil Debris Flow,Kerala,Kerala,Kollam,Konni,Debris,Flow,1992,,1992.0,2
73,9.117406,77.018122,Chempanuruvi Debris Slide,Kerala,Kerala,Kollam,Pathanapuram,Debris,Flow,1992,,1992.0,2
74,9.121653,77.040825,Tura Debris Slide,Kerala,Kerala,Kollam,Punalur,Debris,Slide,0,,,2
75,9.164556,76.873031,Athirungal - Vakayar road slide,Kerala,Kerala,Pathanamthitta,Konni,Soil,Slide,0,,,2
76,9.164556,76.873031,Athirungal slide,Kerala,Kerala,Pathanamthitta,Konni,Soil,Slide,0,,,2
77,9.166425,76.879383,Kulathuman slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,2
78,9.167267,76.861056,Kulathuman slide,Kerala,Kerala,Pathanamthitta,Konni,Soil,Slide,0,,,2
79,9.170292,76.873753,Muttaakkuzhi slide 2,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,2
80,9.170569,76.875092,Muttaakkuzhi slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
81,9.170822,76.873661,Vakayar slide,Kerala,Kerala,Pathanamthitta,Konni,Soil,Slide,0,,,2
82,9.176258,76.859747,Thannimoodu slide,Kerala,Kerala,Pathanamthitta,Konni,Soil,Slide,0,,,2
83,9.177086,76.863,Mlaanthadam slide,Kerala,Kerala,Pathanamthitta,Konni,Soil,Slide,0,,,2
84,9.178389,76.879028,Kottarathara Debris Flow,Kerala,Kerala,Pathanamthita,Konni,Debris,Flow,2013,,2013.0,2
85,9.183183,76.888167,Aruvpallam Debris Flow -1,Kerala,Kerala,Pathanamthita,Konni,Debris,Flow,1977,,1977.0,2
86,9.18425,76.887844,Aruvpallam Debris Flow -2,Kerala,Kerala,Pathanamthita,Konni,Debris,Flow,1977,,1977.0,2
87,9.184814,76.869028,Chuvattupara cut slope failure,Kerala,Kerala,Pathanamthitta,Konni,Soil,Slide,0,,,2
88,9.233194,76.935817,Manniara Slump,Kerala,Kerala,Pathanamthita,Konni,Soil,Slide,2006,,2006.0,2
89,9.2339,76.933897,Manniara Debris Flow,Kerala,Kerala,Pathanamthita,Konni,Debris,Flow,2006,,2006.0,2
90,9.260186,76.962403,Thannithodu slide 2,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,2
91,9.268942,76.968072,Thannithodu slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,2
92,9.269308,76.96805,Mele Poochakkulam  2,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
93,9.272417,76.969258,Mele Poochakkulam 1,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
94,9.298778,76.801817,Mannarakulanji  slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,2
95,9.30035,76.997306,Mundanpara slide 1,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
96,9.301225,76.985617,Mundanpara slide 2,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,2
97,9.301731,76.980503,Valiyakulangara valley slide 1,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
98,9.302208,76.979242,Valiyakulangara valley slide 2,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
99,9.302861,76.977833,Valiyakulangara valley slide 3,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
100,9.303428,76.990983,Mundanpara slide 4,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
101,9.304333,76.990425,Mundanpara slide 3,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
102,9.304603,76.988392,Mundanpara slide 5,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,2
103,9.305169,76.987244,Mundanpara slide 6,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
104,9.309878,76.961369,Valiyakulangara valley slide 4,Kerala,Kerala,Pathanamthitta,Konni,Soil,Slide,0,,,2
105,9.31,77.1,Gavi,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,2019,,2019.0,2
106,9.310506,76.996892,22nd Block slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
107,9.310961,76.979619,Mundanpara slide 7,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
108,9.313472,76.990539,Anachanda slide 2,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
109,9.313819,76.956094,Transformer Padi slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
110,9.31495,76.986872,Anachantha slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
111,9.31625,76.949881,Meenkuzhi slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,2
112,9.316964,76.743289,Punnassery colony rock fall,Kerala,Kerala,Pathanamthitta,Kozhenchery,Rock,Fall,0,,,2
113,9.319214,76.952022,Meenkuzhi slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
114,9.32,77.1,Gavi,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,2019,,2019.0,2
115,9.32,77.1,Gavi,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,2019,,2019.0,2
116,9.3212,77.003772,4th block slides,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,2
117,9.321517,76.961139,Thekkummood slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,2
118,9.324292,76.878439,Maniyar slide 2,Kerala,Kerala,Pathanamthitta,Ranni,Soil,Slide,0,,,3
119,9.324669,76.874817,Maniyar slide 1,Kerala,Kerala,Pathanamthitta,Ranni,Soil,Slide,0,,,3
120,9.326661,76.986664,Seethathodu East slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,3
121,9.327389,76.958711,Moonnukallu slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,3
122,9.328972,76.954578,86 block slide,Kerala,Kerala,Pathanamthitta,Konni,Debris,Flow,0,,,3
123,9.332481,76.920175,Koothattukulam slide 2,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,3
124,9.332681,76.919267,Koothattukulam slide 1,Kerala,Kerala,Pathanamthitta,Konni,Debris,Slide,0,,,3
125,9.335494,76.995597,Kochukoikkal slide,Kerala,Kerala,Pathanamthitta,Konni,Rock,Flow,0,,,3
126,9.340931,76.850644,Pezhumpara slide,Kerala,Kerala,Pathanamthitta,Ranni,Debris,Slide,0,,,3
127,9.343592,76.933786,Bimmaram colony slide 3,Kerala,Kerala,Pathanamthitta,Ranni,Debris,Flow,0,,,3
128,9.343594,76.935444,Bimmaram colony slide 2,Kerala,Kerala,Pathanamthitta,Ranni,Debris,Flow,0,,,3
129,9.34365,76.940406,Bimmaram colony slide 1,Kerala,Kerala,Pathanamthitta,Ranni,Rock,Flow,0,,,3
130,9.347475,76.918508,Harrisons plantation slide,Kerala,Kerala,Pathanamthitta,Ranni,Debris,Flow,0,,,3
131,9.411836,76.973325,Kollamula slide 2,Kerala,Kerala,Pathanamthitta,Ranni,Soil,Slide,0,,,3
132,9.418431,76.965742,Kollamula slide 3,Kerala,Kerala,Pathanamthitta,Ranni,Soil,Slide,0,,,3
133,9.437264,76.868906,Kollamula slide 1,Kerala,Kerala,Pathanamthitta,Ranni,Debris,Slide,0,,,3
134,9.45,77.37,Sastha kovil west debris flow,Tamil Nadu,Tamil Nadu,Virudhunagar,Rajapalayam,Debris,Flow,2018,,2018.0,3
135,9.50805,76.981387,Vellani,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
136,9.516939,76.982494,Vellani,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
137,9.517495,76.983326,Vellani,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
138,9.51972,76.983047,Kanayankavayal,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
139,9.526361,76.980418,Cheruvallikulam,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
140,9.53,77.4,,Tamil Nadu,Tamil Nadu,Theni,Andipatti,Soil,Slide,0,,,3
141,9.530667,76.965462,Thekkemala,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
142,9.531556,76.960131,Thekkemala,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
143,9.536662,76.981105,Cheruvallikulam,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
144,9.54,77.37,,Tamil Nadu,Tamil Nadu,Theni,Andipatti,Soil,Slide,0,,,3
145,9.55,77.38,,Tamil Nadu,Tamil Nadu,Theni,Andipatti,Soil,Slide,0,,,3
146,9.556714,76.972888,Murinjapuzha,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
147,9.557969,76.97305,Murinjapuzha,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
148,9.558774,76.995185,Plakathadam,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
149,9.565965,76.943333,Meloram,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
150,9.567761,76.950283,Azhanganad,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
151,9.57,77.4,,Tamil Nadu,Tamil Nadu,Theni,Andipatti,Soil,Slide,0,,,3
152,9.572091,76.998014,Ambalamkunnu,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
153,9.57226,76.942849,Meloram,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
154,9.5725,77.09172,Vandiperiyar Landslide,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,2011,,2011.0,3
155,9.572847,76.949283,Azhanganad,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
156,9.576489,76.941443,Azhanganad,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
157,9.59,77.41,,Tamil Nadu,Tamil Nadu,Theni,Andipatti,Soil,Slide,0,,,3
158,9.608653,77.146307,Chottupara,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
159,9.608653,77.146307,66th Mile-II,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
160,9.608653,77.146307,66th Mile-III,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
161,9.608653,77.146307,65th Mile-I,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
162,9.608653,77.146307,65th Mile-II,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
163,9.608653,77.146307,"65th Mile, Bridge",Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
164,9.609313,77.069258,Keerikara,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
165,9.61,77.3,,Tamil Nadu,Tamil Nadu,Theni,Uthamapalayam,Soil,Slide,0,,,3
166,9.61,77.31,,Tamil Nadu,Tamil Nadu,Theni,Uthamapalayam,Debris,Slide,0,,,3
167,9.61,77.42,,Tamil Nadu,Tamil Nadu,Theni,Andipatti,Soil,Slide,0,,,3
168,9.611343,77.148419,66th Mile-I,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
169,9.616867,77.143727,Murukkady,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
170,9.618522,76.91768,Vembala,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
171,9.62,77.34,,Tamil Nadu,Tamil Nadu,Theni,Uthamapalayam,Debris,Slide,0,,,3
172,9.62,77.33,,Tamil Nadu,Tamil Nadu,Theni,Uthamapalayam,Soil,Slide,0,,,3
173,9.62,77.31,,Tamil Nadu,Tamil Nadu,Theni,Uthamapalayam,Soil,Slide,0,,,3
174,9.62,77.3,,Tamil Nadu,Tamil Nadu,Theni,Uthamapalayam,Debris,Slide,0,,,3
175,9.62,77.28,,Tamil Nadu,Tamil Nadu,Theni,Uthamapalayam,Debris,Slide,0,,,3
176,9.621675,77.161217,"Amravathy, 1st Mile",Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
177,9.627685,77.138111,Attapllom-III,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,3
178,9.629002,77.137118,Pathumuri,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,3
179,9.629116,77.153759,Ottakathalamedu-V,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
180,9.629298,77.163697,"Amravathy, 2nd Mile",Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
181,9.629553,77.1546,Mother Theresa  Nagar,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
182,9.6306,76.889,Njarukkadu,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Flow,2010,,2010.0,4
183,9.630856,76.87125,Chathanplappally slide,Kerala,Kerala,Kottayam,Kanjirappally,Rock,Flow,0,,,4
184,9.63221,77.156202,Attapallom -II,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
185,9.632692,77.162881,AKG Padi,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
186,9.633309,77.156819,Ottakathalamedu-III,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
187,9.633776,77.157286,Ottakathalamedu-II,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
188,9.63423,77.154065,Ottakathalamedu-IV,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
189,9.634359,77.157909,Ottakathalamedu-I,Kerala,Kerala,Idukki,Peerumade,Debris,Flow,0,,,4
190,9.635213,77.152987,Attapallom -I,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
191,9.635735,77.151807,Anappara,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
192,9.636032,77.163613,"AKG Padi, 3rd Mile",Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
193,9.637009,77.163437,"3rd Mile, Amarvathy",Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
194,9.637785,77.170792,5th Mile-II,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
195,9.638197,76.887006,Njerkkadu  slide,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Flow,0,,,4
196,9.638944,76.868236,Kunthanpara slide,Kerala,Kerala,Kottayam,Kanjirappally,Rock,Flow,0,,,4
197,9.640687,77.166384,5th Mile -I,Kerala,Kerala,Idukki,Udumbanchola,Debris,Slide,0,,,4
198,9.642869,76.893061,Kodunga slide 2,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Flow,0,,,4
199,9.643717,76.868422,Kunthanpara  slide 2,Kerala,Kerala,Kottayam,Meenachil,Debris,Slide,0,,,4
200,9.644319,76.896961,Vallyantha  slide,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Flow,0,,,4
201,9.644494,76.867875,Kunthanpara slide 2,Kerala,Kerala,Kottayam,Meenachil,Rock,Flow,0,,,4
202,9.645325,76.905017,Mlakkara  slide,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Flow,0,,,4
203,9.645962,77.076031,Chengara,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
204,9.646878,76.902028,Vallyantha  slide,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Flow,0,,,4
205,9.648006,76.889603,Kodunga slide 1,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Flow,0,,,4
206,9.648325,77.094746,Kallumedu,Kerala,Kerala,Idukki,Peerumade,Debris,Slide,0,,,4
207,9.648758,76.888622,Vazhathara Granite Quarry Slide,Kerala,Kerala,Kottayam,Kanjirappally,Rock,Flow,0,,,4
208,9.65,77.36,,Tamil Nadu,Tamil Nadu,Theni,Uthamapalayam,Soil,Slide,0,,,4
209,9.650014,76.889789,Vazhathara Granite Quarry Slide 2,Kerala,Kerala,Kottayam,Kanjirappally,Rock,Flow,0,,,4
210,9.653094,76.903419,Melethadam slide 1,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Slide,0,,,4
211,9.653403,76.903175,Melethadam slide 2,Kerala,Kerala,Kottayam,Kanjirappally,Rock,Flow,0,,,4
212,9.656433,76.903892,Melethadam slide 3,Kerala,Kerala,Kottayam,Kanjirappally,Rock,Flow,0,,,4
213,9.65845,76.901369,Melethadam slide 6,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Slide,0,,,4
214,9.658569,76.902028,Melethadam slide 5,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Slide,0,,,4
215,9.658686,76.901519,Melethadam slide 7,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Slide,0,,,4
216,9.659356,76.896719,#N/A,Kerala,Kerala,Kottayam,Kanjirappally,Debris,Slide,0,,,4
217,9.662285,77.092683,Kannimala,Kerala,Kerala,Idukki,Udumbanchola,Debris,Flow,0,,,4
218,9.66703,77.058442,Pullumeedu II,Kerala,Kerala,Idukki,Udumbanchola,Debris,Slide,0,,,4
219,9.667328,77.058371,Pullumeedu,Kerala,Kerala,Idukki,Udumbanchola,Debris,Slide,0,,,4
220,9.676364,77.049871,Edappokkulam,Kerala,Kerala,Idukki,Idukki,Debris,Slide,0,,,4
221,9.68,77.39,,Tamil Nadu,Tamil Nadu,Theni,Andipatti,Soil,Slide,0,,,4
222,9.685096,77.05283,Ambalameedu,Kerala,Kerala,Idukki,Idukki,Debris,Flow,0,,,4
223,9.69,77.39,,Tamil Nadu,Tamil Nadu,Theni,Andipatti,Soil,Slide,0,,,4
224,9.6963,76.8678,Vellikulam,Kerala,Kerala,Kottayam,Meenachil,Debris,Flow,2010,,2010.0,4
225,9.699908,76.834475,Mangalagiri Rock-cum-debris Flow,Kerala,Kerala,Kottayam,Meenachil,Rock,Flow,0,,,4
226,9.7,77.4,,Tamil Nadu,Tamil Nadu,Theni,Andipatti,Soil,Slide,0,,,4
227,9.700267,76.86585,Vellikulam slide,Kerala,Kerala,Kottayam,Meenachil,Debris,Slide,0,,,4
228,9.7005,77.1069,Pottakalli,Kerala,Kerala,Idukki,Idukki,Rock,Slide And Flow,2010,,2010.0,4
229,9.701489,76.882814,Attikalam stream bank failure,Kerala,Kerala,Kottayam,Meenachil,Debris,Slide,0,,,4
