s_no,latitude,longitude,slide_name,state,state_normalized,district,subdivision_or_taluk,material_involved,movement_type,initiation_year_raw,history_date_raw,event_year,source_page
18830,28.093514,95.272526,"LS-1, North west of Pasighat",Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Soil,Slide,0,,,322
18831,28.094144,95.282568,Rengging Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Soil,Slide,0,,,322
18832,28.094359,96.453058,From Khupa/ KVK Anjaw 8.1 kms along HMH road towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Rock,Slide,0,,,322
18833,28.095602,96.453246,From Khupa/ KVK Anjaw 8.4 kms along HMH road towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Rock,Slide,0,,,322
18834,28.095632,95.281371,Rengging Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Soil,Slide,0,,,322
18835,28.097043,95.274751,Legging Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,322
18836,28.097163,95.270824,LS-3,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Rock,Wedge Failure,0,,,322
18837,28.097285,95.28003,Rengging Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,322
18838,28.099376,95.27268,LS-4,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Rock,Wedge Failure,0,,,322
18839,28.099647,95.28567,LS-6,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,322
18840,28.099657,95.287831,LS-5,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,322
18841,28.099705,95.284891,LS-7,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,322
18842,28.099858,95.282975,LS-8,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,322
18843,28.100244,96.448173,From Khupa/ KVK Anjaw 10.45 kms along HMH road towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Rock,Slide,0,,,322
18844,28.100284,96.449538,From Khupa/ KVK Anjaw 10.6 kms along HMH road towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Rock,Slide,0,,,322
18845,28.100914,96.449162,From Khupa/ KVK Anjaw 11.3 kms along HMH road towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Debris,Slide,0,,,322
18846,28.101031,95.282364,"Rengging Slide, LS-9",Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,322
18847,28.101692,95.271861,"Rengging Slide,  LS-10",Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18848,28.102005,96.448473,From Khupa/ KVK Anjaw 11.5 kms along HMH road towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Debris,Slide,0,,,323
18849,28.103902,95.27946,LS-11,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18850,28.105572,96.447685,From Khupa/ KVK Anjaw 12 kms along HMH road towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Rock,Slide,0,,,323
18851,28.105952,96.447724,From Khupa/ KVK Anjaw 12.1 kms along HMH road towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Rock,Slide,0,,,323
18852,28.106321,96.447245,From Khupa/ KVK Anjaw 12.2 kms along HMH road towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Debris,Slide,0,,,323
18853,28.106358,95.268592,LS-12,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Soil,Slide,0,,,323
18854,28.10714,96.54489,3.5 km slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Rock,Fall,2013,,2013.0,323
18855,28.109161,95.269084,"LS-13, towards Mebo",Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18856,28.11142,96.54528,,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Rock,Slide,2012,,2012.0,323
18857,28.113119,95.270938,LS-14,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18858,28.113846,95.273389,LS-15,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18859,28.114617,95.273722,LS-16,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18860,28.114742,95.273582,Rengging Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18861,28.11594,96.54689,,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Rock,Slide,2012,,2012.0,323
18862,28.117222,95.273075,"North east of Mebo Village, LS-17",Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18863,28.11781,96.54906,5.4 km HMC slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Hayuliang ADC,Debris,Flow,2013,,2013.0,323
18864,28.131694,95.136186,NH-13 Slide 6,Arunachal Pradesh,Arunachal Pradesh,East Siang,Kebang Circle,Debris,Slide,0,,,323
18865,28.133611,95.11125,Northwest of Rotung Slide 1,Arunachal Pradesh,Arunachal Pradesh,West Siang,Kebang Circle,Debris,Slide,0,,,323
18866,28.133611,95.11125,Pangin Slide 1,Arunachal Pradesh,Arunachal Pradesh,Siang,Kebang Circle,Debris,Slide,0,,,323
18867,28.133778,94.788,Pakam Slide,Arunachal Pradesh,Arunachal Pradesh,West Siang,Kombo Circle,Soil,Slide,0,,,323
18868,28.133963,94.611953,Yomcha-Aalo Road Slide,Arunachal Pradesh,Arunachal Pradesh,West Siang,Yomcha ADC,Rock,Slide,0,,,323
18869,28.134238,94.620133,Yomcha-Aalo Road Slide,Arunachal Pradesh,Arunachal Pradesh,West Siang,Yomcha ADC,Rock,Slide,0,,,323
18870,28.135056,95.145444,NH-13 Slide 5,Arunachal Pradesh,Arunachal Pradesh,East Siang,Kebang Circle,Soil,Slide,0,,,323
18871,28.137762,94.62431,Yomcha-Aalo Road Slide,Arunachal Pradesh,Arunachal Pradesh,West Siang,Nikte Kodum Circle,Rock,Topple,0,,,323
18872,28.138811,95.254821,"North east of Mebo Village, LS-18",Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18873,28.14005,95.266592,LS-19,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18874,28.140639,95.292122,LS-21,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Rock,Wedge Failure,0,,,323
18875,28.140915,95.266966,LS-20,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Rock,Wedge Failure,0,,,323
18876,28.141139,94.786583,N of Pakam Slide 1,Arunachal Pradesh,Arunachal Pradesh,West Siang,Kombo Circle,Soil,Slide,0,,,323
18877,28.14116,95.27472,#N/A,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide And Subsidence,2021,"Ground subsidence, ground cracks, piping and issuance of springs have been reported from at least 1950 to the present day",2021.0,323
18878,28.141514,95.289198,Rengging Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18879,28.142304,95.288126,Rengging Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18880,28.1425,95.239194,NH-13 Slide 1,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18881,28.14251,95.27439,#N/A,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide And Subsidence,2021,"Ground subsidence, ground cracks, piping and issuance of springs have been reported from at least 1950 to the present day",2021.0,323
18882,28.142551,95.287886,"LS-53, Mebo river slide",Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18883,28.143839,95.285971,LS-54,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18884,28.145306,95.239167,NH-13 Slide 2,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Rock,Slide,0,,,323
18885,28.14531,96.54897,9 km Slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Rock,Slide,2013,,2013.0,323
18886,28.145629,95.275805,LS-22,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18887,28.145847,95.273686,LS-23,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Rock,Wedge Failure,0,,,323
18888,28.147806,95.224833,NH-13 Slide 3,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18889,28.14787,95.279987,LS-55,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,323
18890,28.148417,95.277964,Dambuk Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,324
18891,28.149568,95.277177,Dambuk Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,324
18892,28.150741,95.275122,Dambuk Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,324
18893,28.15292,96.53858,Chipru slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Rock,Slide,2013,,2013.0,324
18894,28.153028,95.218294,NH-13 Slide 7,Arunachal Pradesh,Arunachal Pradesh,East Siang,Kebang Circle,Debris,Slide,0,,,324
18895,28.154111,95.181694,NH-13 Slide 4,Arunachal Pradesh,Arunachal Pradesh,East Siang,Kebang Circle,Rock,Slide,0,,,324
18896,28.160664,95.446755,LS-59,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18897,28.160853,95.446925,LS-60,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18898,28.16206,96.53061,Teapani river slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Debris,Topple,2013,,2013.0,324
18899,28.162497,95.441244,Roing-Dambuk Slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18900,28.16317,95.450433,LS-62,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18901,28.163322,95.459813,LS-63,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18902,28.163691,95.458,LS-64,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18903,28.16425,94.792417,Aalo Slide 1,Arunachal Pradesh,Arunachal Pradesh,West Siang,Aalo HQ,Debris,Slide,0,,,324
18904,28.165684,95.462909,LS-66,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18905,28.165711,95.46208,LS-65,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18906,28.167982,95.431764,LS-67,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18907,28.169389,95.235722,Pasighat-Yingkiong road Slide 2,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,324
18908,28.16939,96.52578,,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Rock,Slide,2013,,2013.0,324
18909,28.169583,95.223917,Pasighat-Yingkiong road Slide 3,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Rock,Slide,0,,,324
18910,28.169611,95.240639,Pasighat-Yingkiong road Slide 1,Arunachal Pradesh,Arunachal Pradesh,East Siang,Pasighat HQ,Debris,Slide,0,,,324
18911,28.171187,95.833166,From Roing 5.4 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Soil,Slide,0,,,324
18912,28.173434,95.836605,350 m NE of slide no. 74,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Soil,Slide,0,,,324
18913,28.174806,95.025111,Northwest of Yembung camp Slide,Arunachal Pradesh,Arunachal Pradesh,West Siang,Pangin EAC,Debris,Slide,0,,,324
18914,28.174806,95.025111,South of Jeru Slide 1,Arunachal Pradesh,Arunachal Pradesh,Siang,Pangin EAC,Debris,Slide,0,,,324
18915,28.174973,95.469402,Anini-Etalin slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18916,28.175079,95.469602,Anini-Etalin slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18917,28.175556,95.221861,Pasighat-Yingkiong road Slide 4,Arunachal Pradesh,Arunachal Pradesh,East Siang,Katan Circle,Rock,Slide,0,,,324
18918,28.175659,95.470804,Anini-Etalin slide,Arunachal Pradesh,Arunachal Pradesh,East Saing,Mebo ADC,Debris,Slide,0,,,324
18919,28.178861,95.228056,#N/A,Arunachal Pradesh,Arunachal Pradesh,Upper Siang,Katan Circle,Debris,Slide,0,,,324
18920,28.179262,95.477068,Anini-Etalin slide,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18921,28.181139,95.225944,Pasighat-Yingkiong road Slide 5,Arunachal Pradesh,Arunachal Pradesh,Upper Siang,Katan Circle,Rock,Slide,0,,,324
18922,28.181365,95.470102,LS-68,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Rock,Wedge Failure,0,,,324
18923,28.181834,95.469828,LS-69,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,324
18924,28.18439,96.53453,,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Debris,Slide,2013,,2013.0,324
18925,28.18525,96.53256,,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Debris,Slide,2012,,2012.0,324
18926,28.186582,95.471126,LS-70,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Rock,Wedge Failure,0,,,324
18927,28.1915,95.225917,Pasighat-Yingkiong road Slide 6,Arunachal Pradesh,Arunachal Pradesh,Upper Siang,Katan Circle,Debris,Slide,0,,,324
18928,28.192217,94.713927,Aalo-kaying Road Highway slide,Arunachal Pradesh,Arunachal Pradesh,West Siang,Aalo HQ,Rock,Slide,0,,,324
18929,28.192444,94.984917,South of Jeru Slide 2,Arunachal Pradesh,Arunachal Pradesh,Siang,Pangin EAC,Debris,Slide,0,,,324
18930,28.192581,95.804085,From Roing 12.4 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,324
18931,28.193864,95.805469,From Roing 12.6 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,324
18932,28.1945,95.227917,Pasighat-Yingkiong road Slide 18,Arunachal Pradesh,Arunachal Pradesh,Upper Siang,Katan Circle,Debris,Slide,0,,,324
18933,28.194651,95.807085,From Roing 13 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,324
18934,28.19597,96.53733,Metenliang 2.5 km slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Debris,Slide,2013,,2013.0,324
18935,28.198018,95.810448,From Roing 14.3 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,324
18936,28.199389,95.230278,Pasighat-Yingkiong road Slide 19,Arunachal Pradesh,Arunachal Pradesh,Upper Siang,Katan Circle,Debris,Slide,0,,,324
18937,28.199873,95.811883,From Roing 14.7 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,324
18938,28.201838,95.812004,From Roing 15.4 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,324
18939,28.202667,94.828417,Jomlo-Mongku Slide 1,Arunachal Pradesh,Arunachal Pradesh,West Siang,Aalo HQ,Debris,Slide,0,,,324
18940,28.202844,95.811201,From Roing 15.3 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,324
18941,28.205003,95.813193,From Roing 15.6 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,324
18942,28.20737,95.81005,From Roing 16 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,325
18943,28.207699,95.809197,From Roing 16.1 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Fall,0,,,325
18944,28.207796,95.807742,From Roing 16.3 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,325
18945,28.208389,94.830667,Jomlo-Mongku Slide 2,Arunachal Pradesh,Arunachal Pradesh,West Siang,Aalo HQ,Debris,Slide,0,,,325
18946,28.20867,96.53222,Metengliang slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Debris,Slide,2013,,2013.0,325
18947,28.209018,95.80348,From Roing 17.5 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18948,28.209062,95.806755,From Roing 16.57 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,325
18949,28.212211,95.801273,From Roing 18.23 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,325
18950,28.212275,95.802589,From Roing 18 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18951,28.21267,95.803194,From Roing 17.95 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18952,28.213028,95.232528,Pasighat-Yingkiong road Slide 20,Arunachal Pradesh,Arunachal Pradesh,Upper Siang,Katan Circle,Debris,Slide,0,,,325
18953,28.21483,96.53911,Bamlan Slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Debris,Slide,2013,,2013.0,325
18954,28.215014,95.799764,From Roing 18.6 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,325
18955,28.215206,95.793704,From Roing 19.5 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18956,28.215862,95.795227,From Roing 19.4 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18957,28.215926,95.799557,From Roing 18.7 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,325
18958,28.216253,95.796393,From Roing 19 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18959,28.216997,95.790585,From Roing 20.1 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18960,28.217204,95.789599,From Roing 20.2 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18961,28.217543,95.792489,From Roing 19.87 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18962,28.217595,95.793032,From Roing 19.8 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18963,28.218539,95.794022,From Roing 19.7 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,325
18964,28.21909,95.791084,From Roing 20.5 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,325
18965,28.219976,95.799065,From Roing 20.8 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18966,28.22328,96.55303,32.4 km Slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Rock,Slide,2013,,2013.0,325
18967,28.22381,96.53644,29.9 km Slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Rock,Slide,2013,,2013.0,325
18968,28.223825,95.829105,From Roing 27.1 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18969,28.22408,96.55872,33.3 km slide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Rock,Slide,2013,,2013.0,325
18970,28.225583,94.889167,Damda-Debuk Slide 1,Arunachal Pradesh,Arunachal Pradesh,West Siang,Pangin EAC,Debris,Slide,0,,,325
18971,28.226722,94.895611,Damda-Debuk Slide 2,Arunachal Pradesh,Arunachal Pradesh,West Siang,Pangin EAC,Soil,Slide,0,,,325
18972,28.22675,94.225111,South of Jeru Slide 3,Arunachal Pradesh,Arunachal Pradesh,Siang,Payeng Circle,Debris,Slide,0,,,325
18973,28.227703,95.781369,From Roing 21.8 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18974,28.227891,95.541082,From Bomjir 17.6 kms along NH-13 towards Pasighat,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,325
18975,28.22797,96.54606,,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Debris,Slide,2013,,2013.0,325
18976,28.228528,94.904278,Damda-Debuk Slide 3,Arunachal Pradesh,Arunachal Pradesh,West Siang,Pangin EAC,Soil,Slide,0,,,325
18977,28.229114,95.780019,From Roing 22 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,325
18978,28.229809,95.779855,From Roing 22.17 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,326
18979,28.23153,96.54272,,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Debris,Slide,2013,,2013.0,326
18980,28.232472,94.914889,Damda-Debuk Slide 4,Arunachal Pradesh,Arunachal Pradesh,West Siang,Pangin EAC,Soil,Slide,0,,,326
18981,28.234199,95.777037,From Roing 22.9 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,326
18982,28.234833,94.972278,Koreng-Aalo road Slide 3,Arunachal Pradesh,Arunachal Pradesh,West Siang,Pangin EAC,Rock,Slide,0,,,326
18983,28.235361,94.933333,Koreng-Aalo road Slide 1,Arunachal Pradesh,Arunachal Pradesh,West Siang,Pangin EAC,Soil,Slide,0,,,326
18984,28.237008,95.776204,From Roing 23.3 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,326
18985,28.237361,94.954808,Koreng-Aalo road Slide 2,Arunachal Pradesh,Arunachal Pradesh,West Siang,Pangin EAC,Debris,Slide,0,,,326
18986,28.237425,95.897823,From Roing 46.8 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Hunli SDO,Rock,Slide,0,,,326
18987,28.237716,95.535611,From Bomjir 16 kms along NH-13 towards Pasighat,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Debris,Slide,0,,,326
18988,28.238144,95.774758,From Roing 23.5 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,326
18989,28.238615,95.893348,IHO Viewpoint landslide. From Roing 46.3 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Hunli SDO,Debris,Slide,0,,,326
18990,28.238692,95.892681,IHO Viewpoint landslide. From Roing 46.2 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Hunli SDO,Debris,Slide,0,,,326
18991,28.239482,95.774559,From Roing 23.7 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,326
18992,28.23969,96.52778,37.6 km rockslide,Arunachal Pradesh,Arunachal Pradesh,Anjaw,Metengliang Circle,Rock,Topple,2013,,2013.0,326
18993,28.240442,95.774201,From Roing 23.8 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,326
18994,28.240521,95.866592,From Roing 37 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Debris,Slide,0,,,326
18995,28.241041,95.866387,From Roing 37.12 kms along NH-313 towards Mayudia Pass,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Roing HQ,Rock,Slide,0,,,326
18996,28.24175,95.925012,Mayudia Pass landslide.,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Hunli SDO,Debris,Slide,0,,,326
18997,28.242214,95.923556,Mayudia Pass landslide. From Mayudia Pass 0.2 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Hunli SDO,Debris,Slide,0,,,326
18998,28.242389,94.220861,South of Jeru Slide 4,Arunachal Pradesh,Arunachal Pradesh,Upper Siang,Payeng Circle,Debris,Slide,0,,,326
18999,28.242444,95.536828,From Bomjir 15.5 kms along NH-13 towards Pasighat,Arunachal Pradesh,Arunachal Pradesh,East Siang,Mebo ADC,Rock,Fall,0,,,326
19000,28.242782,95.922731,Mayudia Pass landslide. From Mayudia Pass 0.3 kms along NH-313 towards Hunli,Arunachal Pradesh,Arunachal Pradesh,Lower Dibang Valley,Hunli SDO,Rock,Slide,0,,,326
